volume-price-tag,sku-product,product-name,price,in-stock,prod-weight
Volume Pricing,TL-SG1008,TPLINK UNMANAGED PURE-GIGABIT 8-PORT,"RM
                                        149.00",Out of Stock,Weight: 1.86kg
Volume Pricing,TL-SG108,TPLINK UNMANAGED PURE-GIGABIT 8-PORT DESKTOP,"RM
                                        96.00",Out of Stock,Weight: 1.34kg
Volume Pricing,TL-SG1008D,TPLINK UNMANAGED PURE-GIGABIT 8-PORT DESKTOP ( PLASTIC CASE ),"RM
                                        77.00",In Stock,Weight: 0.4kg
Volume Pricing,TL-LS108G,TPLINK UNMANAGED PURE-GIGABIT 8-PORT DESKTOP (LITEWAVE),"RM
                                        86.00",In Stock,Weight: 0.46kg
Volume Pricing,TL-LS1008G,TPLINK UNMANAGED PURE-GIGABIT 8-PORT DESKTOP LITEWAVE ( PLASTIC CASE ),"RM
                                        68.50",In Stock,Weight: 0.24kg
Volume Pricing,TL-SG1016,TPLINK UNMANAGED PURE-GIGABIT SWITCH 16-PORT,"RM
                                        268.00",In Stock,Weight: 2.48kg
Volume Pricing,TL-SG1016D,TPLINK UNMANAGED PURE-GIGABIT SWITCH 16-PORT DESKTOP/RACKMOUNT,"RM
                                        227.00",In Stock,Weight: 2.12kg
Volume Pricing,TL-SG1024,TPLINK UNMANAGED PURE-GIGABIT SWITCH 24-PORT,"RM
                                        411.00",In Stock,Weight: 2.64kg
Volume Pricing,TL-SG1024D,TPLINK UNMANAGED PURE-GIGABIT SWITCH 24-PORT GIGABIT DESKTOP/RACKMOUNT SWITCH,"RM
                                        322.00",In Stock,Weight: 2.36kg
Volume Pricing,TL-SF1016D,TPLINK UNMANAGED SWITCH 16-PORT 10/100M DESKTOP,"RM
                                        88.00",In Stock,Weight: 0.67kg
Volume Pricing,TL-SG116,TPLINK UNMANAGED SWITCH 16-PORT GIGABIT DESKTOP STEEL CASE,"RM
                                        200.00",In Stock,Weight: 1.32kg
Volume Pricing,TL-SF1024M,TPLINK UNMANAGED SWITCH 24-PORT 10/100M DESKTOP,"RM
                                        133.00",In Stock,Weight: 1.08kg
Volume Pricing,TL-SF1005D,TPLINK UNMANAGED SWITCH 5-PORT 10/100M MINI DESKTOP,"RM
                                        28.50",In Stock,Weight: 0.26kg
Volume Pricing,TL-SF1008D,TPLINK UNMANAGED SWITCH 8-PORT MINI DESKTOP,"RM
                                        34.50",In Stock,Weight: 0.24kg
Volume Pricing,TL-UC400,TPLINK USB-C 4 TO USB 3.0 ADAPTER,"RM
                                        14.30",In Stock,Weight: 0.35kg
Volume Pricing,TL-VIGI NVR4016H,TPLINK VIGI 16 CHANNEL NETWORK VIDEO RECORDER WITH 4 SATA,"RM
                                        850.00",In Stock,Weight: 5.55kg
Volume Pricing,TL-VIGI 180W SOLAR MOUNT,TPLINK VIGI 180W SOLAR MOUNT,"RM
                                        1,000.00",Out of Stock,Weight: 25.4kg
Volume Pricing,TL-VIGI C540-4G,TPLINK VIGI 4MP 4MM FULL-COLOR 4G PAN TILT NETWORK CAMERA,"RM
                                        280.00",In Stock,Weight: 1.54kg
Volume Pricing,TL-VIGI C340S,TPLINK VIGI 4MP 4MM OUTDOOR COLORPRO NIGHT VISION BULLET NETWORK CAMERA,"RM
                                        350.00",In Stock,Weight: 0.92kg
Volume Pricing,TL-VIGI NVR4064H,TPLINK VIGI 64 CHANNEL NETWORK VIDEO RECORDER,"RM
                                        1,799.00",In Stock,Weight: 5.35kg
Volume Pricing,TL-VIGI SP9030,TPLINK VIGI INTELLIGENT SOLAR POWER SUPPLY SYSTEM,"RM
                                        1,799.00",Out of Stock,Weight: 25.69kg
Volume Pricing,TL-VIGI SOLAR PANEL 90W,TPLINK VIGI SOLAR PANEL 90W,"RM
                                        450.00",Out of Stock,Weight: 15.12kg
Volume Pricing,TL-VIGI PS90,TPLINK VIGI SOLAR SYSTEM CONTROLLER WITHOUT SOLAR PANEL,"RM
                                        3,499.00",Out of Stock,Weight: 23.8kg
Volume Pricing,TL-VIGI SP18090,TPLINK VIGI SP18090 INTELLIGENT SOLAR POWER SUPPLY SYSTEM,"RM
                                        5,399.00",,
Volume Pricing,TL-VIGI SP6020,TPLINK VIGI SP6020 INTELLIGENT SOLAR POWER SUPPLY SYSTEM,"RM
                                        1,199.00",In Stock,Weight: 19.02kg
Volume Pricing,TL-RE200,TPLINK WI-FI RANGE EXTENDER AC750 DUAL-BAND,"RM
                                        90.00",In Stock,Weight: 0.28kg
Volume Pricing,TL-WR840N,TPLINK WI-FI ROUTER N300,"RM
                                        68.00",In Stock,Weight: 0.77kg
Volume Pricing,TL-DECO X10 (1-PACK),TPLINK WIFI 6 AX1500 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        179.00",In Stock,Weight: 1.87kg
Volume Pricing,TL-DECO X10 (2-PACK),TPLINK WIFI 6 AX1500 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        343.00",In Stock,Weight: 3.25kg
Volume Pricing,TL-DECO X10 (3-PACK),TPLINK WIFI 6 AX1500 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        497.00",In Stock,Weight: 2.1kg
Volume Pricing,TL-DECO BE65 (1-PACK),TPLINK WIFI 7 BE11000 TRI-BAND WHOLE HOME MESH SYSTEM,"RM
                                        859.00",In Stock,Weight: 1.28kg
Volume Pricing,TL-DECO BE65 (2-PACK),TPLINK WIFI 7 BE11000 TRI-BAND WHOLE HOME MESH SYSTEM,"RM
                                        1,633.00",Out of Stock,Weight: 5.42kg
Volume Pricing,TL-DECO BE65 (3-PACK),TPLINK WIFI 7 BE11000 TRI-BAND WHOLE HOME MESH SYSTEM,"RM
                                        2,321.00",In Stock,Weight: 3.92kg
Volume Pricing,TL-ARCHER GE800,TPLINK WIFI 7 BE19000 TRI-BAND GAMING ROUTER,"RM
                                        1,689.00",In Stock,Weight: 5.18kg
Volume Pricing,TL-DECO BE85 (3-PACK),TPLINK WIFI 7 BE22000 TRI-BAND WHOLE HOME MESH SYSTEM,"RM
                                        3,776.00",In Stock,Weight: 9.46kg
Volume Pricing,TL-DECO BE85 (2-PACK),TPLINK WIFI 7 BE22000 TRI-BAND WHOLE HOME MESH SYSTEM,"RM
                                        2,569.00",In Stock,Weight: 5.78kg
Volume Pricing,TL-DECO BE85 (1-PACK),TPLINK WIFI 7 BE22000 TRI-BAND WHOLE HOME MESH SYSTEM,"RM
                                        1,372.00",In Stock,Weight: 2.94kg
Volume Pricing,TL-DECO BE22 (2-PACK),TPLINK WIFI 7 BE3600 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        582.00",,
Volume Pricing,TL-DECO BE22 (3-PACK),TPLINK WIFI 7 BE3600 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        810.00",,
Volume Pricing,TL-DECO BE22 (1-PACK),TPLINK WIFI 7 BE3600 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        299.00",,
Volume Pricing,TL-DECO BE25 (3-PACK),TPLINK WIFI 7 BE5000 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        1,102.00",In Stock,Weight: 2.6kg
Volume Pricing,TL-DECO BE25 (2-PACK),TPLINK WIFI 7 BE5000 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        763.00",In Stock,Weight: 1.82kg
Volume Pricing,TL-DECO BE25 (1-PACK),TPLINK WIFI 7 BE5000 DUAL-BAND WHOLE HOME MESH SYSTEM,"RM
                                        389.00",In Stock,Weight: 1.04kg
Volume Pricing,TL-ARCHER GE550,TPLINK WIFI 7 BE9300 TRI-BAND GAMING ROUTER,"RM
                                        815.00",In Stock,Weight: 3kg
Volume Pricing,TL-WN725N,TPLINK WIFI ADAPTER 150MBPS WIRELESS N NANO USB,"RM
                                        25.00",In Stock,Weight: 0.28kg
Volume Pricing,TL-WN727N,TPLINK WIFI ADAPTER 150MBPS WIRELESS N USB,"RM
                                        25.00",Out of Stock,Weight: 0.14kg
Volume Pricing,TL-WN823N,TPLINK WIFI ADAPTER 300MBPS WIRELESS N MINI USB,"RM
                                        33.00",In Stock,Weight: 0.1kg
Volume Pricing,TL-WN881ND,TPLINK WIFI ADAPTER 300MBPS WIRELESS N PCI EXPRESS,"RM
                                        57.00",Out of Stock,Weight: 0.2kg
Volume Pricing,TL-WN821N,TPLINK WIFI ADAPTER 300MBPS WIRELESS N USB,"RM
                                        33.00",Out of Stock,Weight: 0.14kg
Volume Pricing,TL-ARCHER T3U,TPLINK WIFI ADAPTER AC1300 DUAL BAND MINI WIRELESS USB,"RM
                                        67.00",In Stock,Weight: 0.19kg
Volume Pricing,TL-ARCHER T2U,TPLINK WIFI ADAPTER AC600 DUAL BAND WIRELESS USB,"RM
                                        46.00",In Stock,Weight: 0.1kg
Volume Pricing,TL-ARCHER T2U PLUS,TPLINK WIFI ADAPTER AC600 HIGH GAIN DUAL BAND WIRELESS USB,"RM
                                        67.00",In Stock,Weight: 0.21kg
Volume Pricing,TL-ARCHER TX20U PLUS,TPLINK WIFI ADAPTER AX1800 HIGH GAIN WIFI 6 USB,"RM
                                        114.00",In Stock,Weight: 0.24kg
Volume Pricing,TL-ARCHER T2UB NANO,TPLINK WIFI ADAPTERAC600 DUAL BAND WIFI WITH BLUETOOTH 4.2,"RM
                                        55.00",In Stock,Weight: 0.06kg
Volume Pricing,TL-EAP115,OMADA  INDOOR WIFI 300MBPS WIRELESS N CEILING MOUNT ACCESS POINT,"RM
                                        155.00",In Stock,Weight: 0.84kg
Volume Pricing,TL-SM9220-1M,OMADA 1 METRE 100G QSFP28 DIRECT ATTACH CABLE,"RM
                                        199.00",In Stock,Weight: 0.93kg
Volume Pricing,TL-ES210GP,OMADA 10-PORT GIGABIT EASY MANAGED SWITCH WITH 8-PORT POE+,"RM
                                        249.00",In Stock,Weight: 1.32kg
Volume Pricing,TL-ES210GMP,OMADA 10-PORT GIGABIT EASY SMART MANAGED SWITCH WITH 8-PORT POE+,"RM
                                        330.00",In Stock,Weight: 1.61kg
Volume Pricing,TL-IES210GPP,OMADA 10-PORT GIGABIT INDUSTRIAL EASY MANAGED SWITCH WITH 6-PORT POE+ AND 2-PORT POE++,"RM
                                        595.00",In Stock,Weight: 1.44kg
Volume Pricing,TL-MC212CS-20,OMADA 10/100/1000 MBPS RJ45 TO 1000 MBPS SINGLE-MODE SC WDM BI-DIRECTIONAL FIBER CONVERTER,"RM
                                        150.00",In Stock,Weight: 0.38kg
Volume Pricing,TL-MC211CS-2,OMADA 10/100/1000 MBPS RJ45 TO 1000 MBPS SINGLE-MODE SC WDM BI-DIRECTIONAL FIBER CONVERTER,"RM
                                        128.00",In Stock,Weight: 0.38kg
Volume Pricing,TL-MC212CS-2,OMADA 10/100/1000 MBPSRJ45 TO 1000 MBPS SINGLE-MODE SC WDM BI-DIRECTIONAL FIBER CONVERTER,"RM
                                        128.00",In Stock,Weight: 0.38kg
Volume Pricing,TL-MC211CS-20,OMADA 10/100/1000 MBPSRJ45 TO 1000 MBPS SINGLE-MODE SC WDM BI-DIRECTIONAL FIBER CONVERTER,"RM
                                        150.00",In Stock,Weight: 0.38kg
Volume Pricing,TL-ISM321B-20,OMADA 1000BASE-BX WDM BI-DIRECTIONAL INDUSTRIAL SFP MODULE,"RM
                                        99.00",,
Volume Pricing,TL-ISM321A-20,OMADA 1000BASE-BX WDM BI-DIRECTIONAL INDUSTRIAL SFP MODULE,"RM
                                        99.00",,
Volume Pricing,TL-ISM311LS,OMADA 1000BASE-LX MMF INDUSTRIAL SFP MODULE,"RM
                                        46.00",,
Volume Pricing,TL-ISM311LM,OMADA 1000BASE-SX MMF INDUSTRIAL SFP MODULE,"RM
                                        42.00",,
Volume Pricing,TL-SM331T,OMADA 1000BASE-T RJ45 SFP MODULE (TL-SM331T),"RM
                                        120.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-MC420L,OMADA 10G MULTI-GIGABIT RJ45 TO 10G SFP+ SLOT SUPPORT MINIGBIC MODULES,"RM
                                        245.00",In Stock,Weight: 0.45kg
Volume Pricing,TL-POE380S,OMADA 10G POE++ INJECTOR ADAPTER,"RM
                                        350.00",In Stock,Weight: 1.08kg
Volume Pricing,TL-SM5110LSA-10,OMADA 10GBASE-BX SINGLE MODE WDM BI-DIRECTIONAL SFP+ MODULE,"RM
                                        189.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-SM5110LSB-10,OMADA 10GBASE-BX SINGLE MODE WDN BI-DIRECTIONAL SFP+ MODULE,"RM
                                        189.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-SM5110-LR,OMADA 10GBASE-LR SFP+ LC TRANSCEIVER (TL-SM5110-LR),"RM
                                        128.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-SM5110-SR,OMADA 10GBASE-SR SFP+ LC TRANSCEIVER (SM5110-SR),"RM
                                        95.00",In Stock,Weight: 0.08kg
Volume Pricing,TL-SM5310-T,OMADA 10GBASE-T RJ45 SFP+ MODULE (TL-SM5310-T),"RM
                                        300.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-FC1420,OMADA 14-SLOT MEDIA CONVERTER CHASSIS (TL-FC1420),"RM
                                        765.00",,
Volume Pricing,TL-SG3218XP-M2,OMADA 16-PORT 2.5GBASE-T AND 2-PORT 10GE SFP+ L2+ MANAGED POE+ SWITCH,"RM
                                        1,900.00",In Stock,Weight: 6.16kg
Volume Pricing,TL-DS-LGPA-16,OMADA 16-PORT OLT GPON SERVICE BOARD,"RM
                                        17,000.00",,
Volume Pricing,TL-SM5220-1M,OMADA 1M DIRECT ATTACH SFP+ CABLE FOR 10 GIGABIT CONNECTIONS TL-SM5220-1M,"RM
                                        58.00",In Stock,Weight: 0.34kg
Volume Pricing,TL-SM6220-1M,OMADA 1M DIRECT ATTACH SFP+ CABLE FOR 25 GIGABIT CONNECTIONS,"RM
                                        129.00",Out of Stock,Weight: 0.96kg
Volume Pricing,TL-POE260S,OMADA 2.5G POE+ INJECTOR ADAPTER,"RM
                                        105.00",In Stock,Weight: 0.56kg
Volume Pricing,TL-ES220GMP,OMADA 20-PORT GIGABIT EASY MANAGED SWITCH WITH 16-PORT POE+,"RM
                                        710.00",In Stock,Weight: 3.17kg
Volume Pricing,TL-SX3832,OMADA 24-PORT 10GBASE-T L2+ MANAGED SWITCH WITH 8 10GE SFP+ SLOTS,"RM
                                        6,500.00",In Stock,Weight: 4.38kg
Volume Pricing,TL-SX3832MPP,"OMADA 24-PORT 10GBASE-T L2+ PoE++ (MAX 90W/P), 770W POE BUDGET","RM
                                        9,000.00",,
Volume Pricing,TL-SG3428X-M2,OMADA 24-PORT 2.5GBASE-5 L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        1,850.00",In Stock,Weight: 3.08kg
Volume Pricing,TL-SG3428XMPP,OMADA 24-PORT GIGABIT & 4-PORT 10GE SFP+ L2+ MANAGED SWITCH 16-P POE+ & 8P-POE++ 500W,"RM
                                        2,600.00",In Stock,Weight: 6.24kg
Volume Pricing,TL-SG5428X,OMADA 24-PORT GIGABIT STACKABALBE LITE L3 MANAGED SWITCH WITH 4 10G SLOTS,"RM
                                        1,200.00",In Stock,Weight: 2.97kg
Volume Pricing,TL-SG6428XHP,OMADA 24-PORT GIGABIT STACKABLE MANAGED POE+ SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        6,500.00",In Stock,Weight: 11.56kg
Volume Pricing,TL-SG6428X,OMADA 24-PORT GIGABIT STACKABLE MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,"RM
                                        6,000.00",In Stock,Weight: 10.15kg
Volume Pricing,TL-SM6110-LR,OMADA 25GBASE-LR SFP28 LC TRANSCEIVER,"RM
                                        270.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-SM6110-SR,OMADA 25GBASE-SR SFP28 LC TRANSCEIVER,"RM
                                        180.00",In Stock,Weight: 0.07kg
Volume Pricing,TL-SX6632YF,OMADA 26-PORT 10G STACKABLE L3 MANAGED AGGREGATION SWITCH WITH 6 25G SLOTS,"RM
                                        12,000.00",Out of Stock,Weight: 10.44kg
Volume Pricing,TL-SG2428LP,OMADA 28-PORT GIGABIT SMART SWITCH WITH 16-PORT POE+,"RM
                                        930.00",In Stock,Weight: 3.96kg
Volume Pricing,TL-EAP110,OMADA 300MBPS WIRELESS N CEILING/WALL MOUNT ACCESS POINT,"RM
                                        127.00",In Stock,Weight: 0.82kg
Volume Pricing,TL-SX3032F,OMADA 32-PORT 10GE SFP+ L2+ MANAGED SWITCH,"RM
                                        3,120.00",In Stock,Weight: 6.14kg
Volume Pricing,TL-SM5220-3M,OMADA 3M DIRECT ATTACH SFP+ CABLE FOR 10 GIGABIT CONNECTIONS TL-SM5220-3M,"RM
                                        82.00",In Stock,Weight: 0.96kg
Volume Pricing,TL-DS-P7001-04,OMADA 4-PORT GPON OLT,"RM
                                        5,000.00",In Stock,Weight: 3.32kg
Volume Pricing,TL-SG3452XMPP,OMADA 48-PORT GIGABIT & 4-PORT 10GE SFP+ L2+ MANAGED SWITCH 40P-POE+ 8P-POE++ 750W,"RM
                                        3,900.00",In Stock,Weight: 6.98kg
Volume Pricing,TL-SG6654XHP,OMADA 48-PORT GIGABIT STACKABLE L3 MANAGED POE+ SWITCH WITH 6 10GE SFP+ SLOTS,"RM
                                        9,500.00",In Stock,Weight: 12.04kg
Volume Pricing,TL-SG6654X,OMADA 48-PORT GIGABIT STACKABLE L3 MANAGED SWITCH WITH 6 10GE SFP+ SLOTS,"RM
                                        8,500.00",In Stock,Weight: 12.16kg
Volume Pricing,TL-SG5452XMPP,OMADA 48-PORT GIGABIT STACKABLE LITE L3 MANAGED POE++ SWITCH WITH 4 10G SLOTS,"RM
                                        3,499.00",,
Volume Pricing,TL-SG5452X,OMADA 48-PORTGIGABIT STACKABLE LITE L3 MANAGED SWITCH WITH 4 10G SLOTS,"RM
                                        1,840.00",,
Volume Pricing,TL-POE4818G,OMADA 48V PASSIVE POE ADAPTER,"RM
                                        58.00",,
Volume Pricing,TL-ER706WP-4G,OMADA 4G+ CAT6 AX3000 GIGABIT VPN GATEWAY WITH 4-PORT POE+,"RM
                                        1,020.00",In Stock,Weight: 1.96kg
Volume Pricing,TL-ER706W-4G,OMADA 4G+ CAT6 AX3000 GIGABIT VPN ROUTER,"RM
                                        950.00",In Stock,Weight: 15.5kg
Volume Pricing,TL-ER703WP-4G-OUTDOOR,OMADA 4G+ CAT6 AX3000 OUTDOOR/INDOOR GATEWAY,"RM
                                        900.00",In Stock,Weight: 0.66kg
Volume Pricing,TL-ES205G,OMADA 5-PORT GIGABIT EASY MANAGED SWITCH,"RM
                                        95.00",In Stock,Weight: 0.46kg
Volume Pricing,TL-ES205GP,OMADA 5-PORT GIGABIT EASY MANAGED SWITCH WITH 4-PORT POE+,"RM
                                        149.00",In Stock,Weight: 0.77kg
Volume Pricing,TL-SG2005P-PD,OMADA 5-PORT GIGABIT SMART SWITCH WITH 1-PORT POE++ IN AND 4-PORT POE+ OUT,"RM
                                        370.00",In Stock,Weight: 0.52kg
Volume Pricing,TL-SG2452LP,OMADA 52-PORT GIGABIT SMART SWITCH WITH 32-PORT POE+,"RM
                                        2,600.00",In Stock,Weight: 6.66kg
Volume Pricing,TL-POE5430G-M2,OMADA 54V 30W 2.5G PASSIVE POE ADAPTER,"RM
                                        90.00",,
Volume Pricing,TL-POE5460X,OMADA 54V 60W 10G PASSIVE POE ADAPTER,"RM
                                        108.00",,
Volume Pricing,TL-PSM550-AC,OMADA 550W AC POWER SUPPLY MODULE,"RM
                                        1,400.00",In Stock,Weight: 1.5kg
Volume Pricing,TL-PSM500-AC,OMADA 550W AC POWER SUPPLY MODULE FOR L3 SWITCH AND SX6632YF,"RM
                                        1,300.00",In Stock,Weight: 1.68kg
Volume Pricing,TL-ES206GP,OMADA 6-PORT GIGABIT EASY MANAGED SWITCH WITH 4-PORT POE+,"RM
                                        169.00",In Stock,Weight: 1.01kg
Volume Pricing,TL-IES206G,OMADA 6-PORT GIGABIT INDUSTRIAL EASY MANAGED SWITCH,"RM
                                        430.00",In Stock,Weight: 0.74kg
Volume Pricing,TL-IES206GPP,OMADA 6-PORT GIGABIT INDUSTRIAL EASY MANAGED SWITCH WITH 3-PORT POE+ AND 1 PORT POE++,"RM
                                        425.00",,
Volume Pricing,TL-SG2210XMP-M2,OMADA 8-PORT 2.5GBASE-T AND 2-PORT 10GE SFP+ SMART SWITCH WITH 8-PORT POE+,"RM
                                        1,450.00",In Stock,Weight: 2.44kg
Volume Pricing,TL-SG3210X-M2,OMADA 8-PORT 2.5GBASE-T L2+ MANAGED SWITCH WITH 2 10GE SFP+ SLOTS,"RM
                                        990.00",In Stock,Weight: 2.1kg
Volume Pricing,TL-SG1008P,OMADA 8-PORT GIGABIT DESKTOP SWITCH WITH 4-PORT POE+,"RM
                                        240.00",In Stock,Weight: 1.16kg
Volume Pricing,TL-ES208GP,OMADA 8-PORT GIGABIT EASY MANAGED SWITCH WITH 8-PORT POE+,"RM
                                        219.00",,
Volume Pricing,TL-IES208G,OMADA 8-PORT GIGABIT INDUSTRIAL EASY MANAGED SWITCH,"RM
                                        540.00",In Stock,
Volume Pricing,TL-DS-LGPA-08,OMADA 8-PORT OLT GPON SERVICE BOARD,"RM
                                        8,500.00",,
Volume Pricing,TL-DS-P7500-08,OMADA 8-PORT XGSPON&GPON COMBO OLT,"RM
                                        26,000.00",,
Volume Pricing,TL-ER605W,OMADA AC1350 GIGABIT VPN ROUTER,"RM
                                        160.00",In Stock,Weight: 0.68kg
Volume Pricing,TL-EAP225,OMADA AC1350 WIRELESS MU-MIMO GIGABIT CEILING MOUNT ACCESS POINT,"RM
                                        260.00",In Stock,Weight: 1.12kg
Volume Pricing,TL-SG2206MP,OMADA ACCESS 6-PORT GIGABIT SWITCH WITH 4-PORT POE+,"RM
                                        420.00",,
,TL-6042501609,OMADA ACCESS POINT BRACKET FOR MODEL EAP620HD,"RM
                                        15.00",,
Volume Pricing,TL-EAP630GP-DESKTOP,OMADA AX1800 DESKTOP DUAL-BAND WI-FI 6 GPON ACCESS POINT,"RM
                                        299.00",,
Volume Pricing,TL-EAP603GP-DESKTOP,OMADA AX1800 DESKTOP DUAL-BAND WI-FI 6 GPON ACCESS POINT,"RM
                                        299.00",,
Volume Pricing,TL-EAP625GP-WALL,OMADA AX1800 DESKTOP DUAL-BAND WIFI 6 GPON ACCESS POINT,"RM
                                        345.00",,
Volume Pricing,TL-EAP610-OUTDOOR,OMADA AX1800 DUAL BAND OUTDOOR WIFI ACCESS POINT,"RM
                                        630.00",In Stock,Weight: 1.4kg
Volume Pricing,TL-EAP625-OUTDOOR HD,OMADA AX1800 INDOOR/OUTDOOR DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        690.00",In Stock,Weight: 1.3kg
Volume Pricing,TL-EAP653 UR,OMADA AX3000 CEILING MOUNT DUAL-BAND WIFI-6 ACCESS POINT,"RM
                                        509.00",In Stock,Weight: 0.74kg
Volume Pricing,TL-EAP650-DESKTOP,OMADA AX3000 DESKTOP DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        515.00",In Stock,Weight: 0.88kg
Volume Pricing,TL-ER706W,OMADA AX3000 GIGABIT VPN ROUTER,"RM
                                        450.00",In Stock,Weight: 1.49kg
Volume Pricing,TL-EAP650 D120-OUTDOOR,OMADA AX3000 INDOOR/OUTDOOR DUAL-BAND WI-FI 6 ACCESS POINT,"RM
                                        650.00",In Stock,Weight: 2.1kg
Volume Pricing,TL-EAP650 D30-OUTDOOR,OMADA AX3000 INDOOR/OUTDOOR DUAL-BAND WI-FI 6 ACCESS POINT,"RM
                                        650.00",In Stock,Weight: 2.13kg
Volume Pricing,TL-EAP650-WALL,OMADA AX3000 WALL-PLATE DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        295.00",In Stock,Weight: 0.29kg
Volume Pricing,TL-EAP668-OUTDOOR HD,OMADA AX3600 INDOOR?OUTDOOR DUAL-BAND WI-FI 6 ACCESS POINT,"RM
                                        2,250.00",,
Volume Pricing,TL-EAP673,OMADA AX5400 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT,"RM
                                        630.00",In Stock,Weight: 1.3kg
Volume Pricing,TL-EAP683UR,OMADA AX6000 CEILING MOUNT WIFI 6 ACCESS POINT,"RM
                                        679.00",In Stock,Weight: 1.3kg
Volume Pricing,TL-EAP690E HD,OMADA AXE11000 CEILING MOUNT DUAL-BAND WI-FI 6E ACCESS POINT,"RM
                                        1,990.00",In Stock,Weight: 3.38kg
Volume Pricing,TL-EAP772,OMADA BE11000 CEILING MOUNT TRI-BAND WI-FI 7 ACCESS POINT,"RM
                                        900.00",In Stock,Weight: 1.32kg
Volume Pricing,TL-EAP773,OMADA BE11000 CEILING MOUNT TRI-BAND WIFI 7 ACCESS POINT,"RM
                                        1,290.00",In Stock,Weight: 2.31kg
Volume Pricing,TL-EAP772-OUTDOOR,OMADA BE11000 INDOOR/OUTDOOR CEILING MOUNT TRI-BAND WIFI-7 ACCESS POINT,"RM
                                        999.00",In Stock,Weight: 2.01kg
Volume Pricing,TL-EAP783,OMADA BE19000 CEILING MOUNT TRI-BAND WIFI 7 ACCESS POINT,"RM
                                        2,490.00",In Stock,Weight: 1.3kg
Volume Pricing,TL-EAP723,OMADA BE5000 CEILING MOUNT DUAL BAND WIFI 7 ACCESS POINT,"RM
                                        590.00",In Stock,Weight: 0.76kg
Volume Pricing,TL-EAP725-WALL,OMADA BE5000 WALL-PLATE DUAL-BAND WIFI 7 ACCESS POINT,"RM
                                        590.00",In Stock,Weight: 0.47kg
Volume Pricing,TL- APM200,"OMADA BRACKET FOR OMADA BRIDGE KIT MODEL : EAP215-BRIDGEKIT, EAP211-BRIDGEKIT, EAP115-BRIDGEKIT","RM
                                        85.00",In Stock,Weight: 0.84kg
Volume Pricing,TL-LIC-OCC-1YR,OMADA CLOUD BASED CONTROLLER 1-YEAR LICENSE FEE FOR ONE DEVICE,"RM
                                        35.00",Out of Stock,
Volume Pricing,TL-LIC-OCC-3YR,OMADA CLOUD BASED CONTROLLER 3-YEAR LICENSE FEE FOR ONE DEVICE,"RM
                                        100.00",Out of Stock,
Volume Pricing,TL-LIC-OCC-5YR,OMADA CLOUD BASED CONTROLLER 5-YEAR LICENSE FEE FOR ONE DEVICE,"RM
                                        158.00",,
Volume Pricing,TL-EAP115-BRIDGE KIT,OMADA EAP115 WIRELESS BRIDGE 5GHZ 300MBPS INDOOR/OUTDOOR ACCESS POINT,"RM
                                        400.00",In Stock,Weight: 1.34kg
Volume Pricing,TL-EAP211-BRIDGE KIT,OMADA EAP211 WIRELESS BRIDGE 5GHZ 867MBPS INDOOR/OUTDOOR ACCESS POINT,"RM
                                        450.00",In Stock,Weight: 1.48kg
Volume Pricing,TL-EAP215-BRIDGE KIT,OMADA EAP215 WIRELESS BRIDGE 5GHZ 867MBPS LONG-RANGE INDOOR/OUTDOOR ACCESS POINT,"RM
                                        640.00",In Stock,Weight: 1.54kg
Volume Pricing,TL-EAP223,OMADA EAP223 AC1350 WIRELESS MU-MIMO GIGABIT CEILING MOUNT ACCESS POINT ( NO POE ADAPTER ),"RM
                                        220.00",In Stock,Weight: 0.86kg
Volume Pricing,TL-EAP245 (5-PACK),OMADA EAP245 AC1750 WIRELESS DUAL BAND CEILING MOUNT ACCESS POINT,"RM
                                        1,550.00",Out of Stock,Weight: 3.52kg
Volume Pricing,TL-EAP265HD,"OMADA EAP265 HD INDOOR WIFI AC1750 DUAL BAND GIGABIT CEILING MOUNT ACCESS POINT""","RM
                                        360.00",In Stock,Weight: 1.02kg
