sku-product,product-name,price,in-stock,prod-weight
TL-IES206GPP,OMADA 6-PORT GIGABIT INDUSTRIAL EASY MANAGED SWITCH WITH 3-PORT POE+ AND 1 PORT POE++,425.0,1,0.0
TL-SG2210XMP-M2,OMADA 8-PORT 2.5GBASE-T AND 2-PORT 10GE SFP+ SMART SWITCH WITH 8-PORT POE+,1450.0,1,2.44
TL-SG3210X-M2,OMADA 8-PORT 2.5GBASE-T L2+ MANAGED SWITCH WITH 2 10GE SFP+ SLOTS,990.0,1,2.1
TL-SG1008P,OMADA 8-PORT GIGABIT DESKTOP SWITCH WITH 4-PORT POE+,240.0,1,1.16
TL-ES208GP,OMADA 8-PORT GIGABIT EASY MANAGED SWITCH WITH 8-PORT POE+,219.0,1,0.0
TL-IES208G,OMADA 8-PORT GIGABIT INDUSTRIAL EASY MANAGED SWITCH,540.0,1,0.0
TL-DS-LGPA-08,OMADA 8-PORT OLT GPON SERVICE BOARD,8500.0,1,0.0
TL-DS-P7500-08,OMADA 8-PORT XGSPON&GPON COMBO OLT,26000.0,1,0.0
TL-ER605W,OMADA AC1350 GIGABIT VPN ROUTER,160.0,1,0.68
TL-EAP225,OMADA AC1350 WIRELESS MU-MIMO GIGABIT CEILING MOUNT ACCESS POINT,260.0,1,1.12
TL-SG2206MP,OMADA ACCESS 6-PORT GIGABIT SWITCH WITH 4-PORT POE+,420.0,1,0.0
TL-6042501609,OMADA ACCESS POINT BRACKET FOR MODEL EAP620HD,15.0,1,0.0
TL-EAP630GP-DESKTOP,OMADA AX1800 DESKTOP DUAL-BAND WI-FI 6 GPON ACCESS POINT,299.0,1,0.0
TL-EAP603GP-DESKTOP,OMADA AX1800 DESKTOP DUAL-BAND WI-FI 6 GPON ACCESS POINT,299.0,1,0.0
TL-EAP625GP-WALL,OMADA AX1800 DESKTOP DUAL-BAND WIFI 6 GPON ACCESS POINT,345.0,1,0.0
TL-EAP610-OUTDOOR,OMADA AX1800 DUAL BAND OUTDOOR WIFI ACCESS POINT,630.0,1,1.4
TL-EAP625-OUTDOOR HD,OMADA AX1800 INDOOR/OUTDOOR DUAL-BAND WIFI 6 ACCESS POINT,690.0,1,1.3
TL-EAP653 UR,OMADA AX3000 CEILING MOUNT DUAL-BAND WIFI-6 ACCESS POINT,509.0,1,0.74
TL-EAP650-DESKTOP,OMADA AX3000 DESKTOP DUAL-BAND WIFI 6 ACCESS POINT,515.0,1,0.88
TL-ER706W,OMADA AX3000 GIGABIT VPN ROUTER,450.0,1,1.49
TL-EAP650 D120-OUTDOOR,OMADA AX3000 INDOOR/OUTDOOR DUAL-BAND WI-FI 6 ACCESS POINT,650.0,1,2.1
TL-EAP650 D30-OUTDOOR,OMADA AX3000 INDOOR/OUTDOOR DUAL-BAND WI-FI 6 ACCESS POINT,650.0,1,2.13
TL-EAP650-WALL,OMADA AX3000 WALL-PLATE DUAL-BAND WIFI 6 ACCESS POINT,295.0,1,0.29
TL-EAP668-OUTDOOR HD,OMADA AX3600 INDOOR?OUTDOOR DUAL-BAND WI-FI 6 ACCESS POINT,2250.0,1,0.0
TL-EAP673,OMADA AX5400 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT,630.0,1,1.3
TL-EAP683UR,OMADA AX6000 CEILING MOUNT WIFI 6 ACCESS POINT,679.0,1,1.3
TL-EAP690E HD,OMADA AXE11000 CEILING MOUNT DUAL-BAND WI-FI 6E ACCESS POINT,1990.0,1,3.38
TL-EAP772,OMADA BE11000 CEILING MOUNT TRI-BAND WI-FI 7 ACCESS POINT,900.0,1,1.32
TL-EAP773,OMADA BE11000 CEILING MOUNT TRI-BAND WIFI 7 ACCESS POINT,1290.0,1,2.31
TL-EAP772-OUTDOOR,OMADA BE11000 INDOOR/OUTDOOR CEILING MOUNT TRI-BAND WIFI-7 ACCESS POINT,999.0,1,2.01
TL-EAP783,OMADA BE19000 CEILING MOUNT TRI-BAND WIFI 7 ACCESS POINT,2490.0,1,1.3
TL-EAP723,OMADA BE5000 CEILING MOUNT DUAL BAND WIFI 7 ACCESS POINT,590.0,1,0.76
TL-EAP725-WALL,OMADA BE5000 WALL-PLATE DUAL-BAND WIFI 7 ACCESS POINT,590.0,1,0.47
TL- APM200,"OMADA BRACKET FOR OMADA BRIDGE KIT MODEL : EAP215-BRIDGEKIT, EAP211-BRIDGEKIT, EAP115-BRIDGEKIT",85.0,1,0.84
TL-LIC-OCC-1YR,OMADA CLOUD BASED CONTROLLER 1-YEAR LICENSE FEE FOR ONE DEVICE,35.0,0,0.0
TL-LIC-OCC-3YR,OMADA CLOUD BASED CONTROLLER 3-YEAR LICENSE FEE FOR ONE DEVICE,100.0,0,0.0
TL-LIC-OCC-5YR,OMADA CLOUD BASED CONTROLLER 5-YEAR LICENSE FEE FOR ONE DEVICE,158.0,1,0.0
TL-EAP115-BRIDGE KIT,OMADA EAP115 WIRELESS BRIDGE 5GHZ 300MBPS INDOOR/OUTDOOR ACCESS POINT,400.0,1,1.34
TL-EAP211-BRIDGE KIT,OMADA EAP211 WIRELESS BRIDGE 5GHZ 867MBPS INDOOR/OUTDOOR ACCESS POINT,450.0,1,1.48
TL-EAP215-BRIDGE KIT,OMADA EAP215 WIRELESS BRIDGE 5GHZ 867MBPS LONG-RANGE INDOOR/OUTDOOR ACCESS POINT,640.0,1,1.54
TL-EAP223,OMADA EAP223 AC1350 WIRELESS MU-MIMO GIGABIT CEILING MOUNT ACCESS POINT ( NO POE ADAPTER ),220.0,1,0.86
TL-EAP245 (5-PACK),OMADA EAP245 AC1750 WIRELESS DUAL BAND CEILING MOUNT ACCESS POINT,1550.0,0,3.52
TL-EAP265HD,"OMADA EAP265 HD INDOOR WIFI AC1750 DUAL BAND GIGABIT CEILING MOUNT ACCESS POINT""",360.0,1,1.02
TL-EAP610,OMADA EAP610  AX1800 WIRELESS DUAL BAND CEILING MOUNT ACCESS POINT,299.0,1,1.18
TL-EAP613,OMADA EAP613 AX1800 WIRELESS DUAL BAND CEILING MOUNT ACCESS POINT ( NO POWER ADAPTER ),275.0,1,0.7
TL-EAP613-5-PACK,OMADA EAP613-5-PACK AX1800 CEILING MOUNT DUAL BAND WIFI 6 ACCESS POINT,1325.0,0,3.08
TL-EAP620HD,OMADA EAP620 HD AX1800 WIRELESS DUAL BAND CEILING MOUNT ACCESS POINT,680.0,1,1.2
TL-EAP650,OMADA EAP650 AX3000 CEILING MOUNT DUAL BAND WIFI 6 ACCESS POINT,445.0,1,0.76
TL-EAP650-OUTDOOR,OMADA EAP650-OUTDOOR AX3000 INDOOR OUTDOOR DUAL BAND WIFI 6 ACCESS POINT,649.0,1,1.38
TL-EAP653,OMADA EAP653 AX3000 CEILING MOUNT DUAL BAND WIFI 6 ACCESS POINT,395.0,1,0.68
TL-EAP653 (5PACK),OMADA EAP653 AX3000 CEILING MOUNT DUAL BAND WIFI ACCESS POINT - 5PACK,1900.0,1,3.08
TL-EAP655-WALL,OMADA EAP655 AX3000 WALL-PLATE DUAL BAND WIFI 6 ACCESS POINT,395.0,1,0.4
TL-EAP660HD,OMADA EAP660 HD AX3600 WIRELESS DUAL BAND MULTI-GIGABIT CEILING MOUNT ACCESS POINT,917.0,1,1.48
TL-EAP670,OMADA EAP670 AX5400 CEILING MOUNT DUAL BAND WIFI 6 ACCESS POINT,670.0,1,1.32
TL-3530501470,OMADA EXTERNAL POWER ADAPTER (WITHOUT POWER CORD),40.0,1,0.0
TL-3002500032,OMADA EXTERNAL POWER CORD,10.0,1,0.0
TL-POE10E,OMADA FAST ETHERNET POE+ EXTENDER,50.0,1,0.07
TL-FC111A-20,OMADA FC111A-20 10/100 MBPS RJ45 BI-DIRECTIONAL FIBER CONVERTER (TX:1310NM/RX:1550NM),100.0,0,0.38
TL-FC111B-20,OMADA FC111B-20 10/100 MBPS RJ45  BI-DIRECTIONAL FIBER CONVERTER (TX:1550NM/RX:1310NM),100.0,1,0.38
TL-FC111PB-20,OMADA FC111PB-20 10/100 MBPS SINGLE-MODE SC FIBER CONVERTER WITH 1-PORT POE,165.0,1,0.37
TL-ER7206,OMADA GIGABIT MULTI-WAN VPN ROUTER (ER7206),700.0,1,1.4
TL-ER605,OMADA GIGABIT MULTI-WAN VPN ROUTER/5 PORT/ SDN/TL-ER605,265.0,1,6.8
TL-ER7212PC,OMADA GIGABIT VPN ROUTER WITH POE+ PORTS AND OMADA CONTROLLER ABILIITY ( 3 IN 1 ),850.0,1,4.94
TL-XM60A,OMADA GPON ONU SFP MODULE,240.0,1,0.07
TL-OC400,OMADA HARDWARE CONTROLLER,1990.0,1,3.18
TL-OC200,OMADA HARDWARE CONTROLLER,410.0,1,0.46
TL-OC220,OMADA HARDWARE CONTROLLER,499.0,1,0.46
TL-EAP225-WALL,OMADA INDOOR AC1200 DUAL BAND 10/100MBPS PORT WALL-PLATE ACCESS POINT (SUPPORT UP TO 100MBPS),210.0,1,3.3
TL-EAP230-WALL,OMADA INDOOR AC1200 DUAL BAND 2xGIGABIT PORT WALL-PLATE ACCESS POINT (SUPPORT UP TO 300MBPS),210.0,0,0.36
TL-EAP235-WALL,OMADA INDOOR AC1200 DUAL BAND 4xGIGABIT PORT WALL-PLATE ACCESS POINT (SUPPORT UP TO 300MBPS),270.0,1,0.3
TL-EAP615-WALL,OMADA INDOOR AX1800 DUAL BAND GIGABIT 1XUPLINK & 3XDOWNLINK WALL-PLATE ACCESS POINT,330.0,1,0.34
TL-EAP110-OUTDOOR,OMADA INDOOR WIFI 300MBPS WIRELESS N OUTDOOR ACCESS POINT,192.0,1,0.72
TL-EAP115-WALL,OMADA INDOOR WIFI 300MPBS WIRELESS N WALL-PLATE ACCESS POINT,120.0,1,0.2
TL-EAP245,OMADA INDOOR WIFI AC1750 DUAL BAND GIGABIT CEILING MOUNT ACCESS POINT,320.0,1,1.2
TL-SG2218,OMADA JETSTREAM 16 P/ 2 SFP GIGABIT SMART SWITCH  SG2218,500.0,1,2.54
TL-SG2016P,OMADA JETSTREAM 16-PORT GIGABIT SMART SWITCH WITH 8-PORT POE+,760.0,1,2.22
TL-SG2218P,OMADA JETSTREAM 18-PORT GIGABIT SMART SWITCH WITH 16-PORT POE+,845.0,1,2.41
TL-SG3428XPP-M2,OMADA JETSTREAM 24-PORT 2.5GBASE-T AND 4-PORT 10GE SFP+ L2+ MANAGED POE SWITCH,2920.0,1,2.54
TL-SG3428XF,OMADA JETSTREAM 24-PORT SFP L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,2000.0,1,4.08
TL-SG3452(T2600G-52TS),OMADA JETSTREAM 48 PORT GIGABIT L2 MANAGED SWITCH  WITH 4 SFP SLOTS (TL-SG3452),1510.0,1,4.3
TL-SG3452P,OMADA JETSTREAM 48POE+/4 SFP L2+ GIGABIT SWITCH  SG3452P,2800.0,1,6.78
TL-SG3210XHP-M2,OMADA JETSTREAM 8 POE+/2 10G SFP+ L2+ 2.5 GIGABIT SWITCH  SG3210XHP-M2,1600.0,1,2.94
TL-SX3016F,OMADA JETSTREAM™ 16-PORT 10GE SFP+ L2+ MANAGED SWITCH,1800.0,1,3.98
TL-SX3008F,OMADA JETSTREAM™ 8-PORT 10GE SFP+ L2+ MANAGED SWITCH (TL-SX3008F),840.0,1,2.4
TL-LTE ANTENNA EXTENSION,OMADA LTE ANTENNA EXTENSION BASE-1M(2-PACK),88.0,1,0.0
TL-SG2210P,"OMADA MANAGED POE SWITCH, 8-PORT GIGABIT DESKTOP POE SMART SWITCH (T1500G-10PS)",470.0,1,1.4
TL-SG3210,OMADA MANAGED SWITCH 8-Port Gigabit L2+ Managed Switch with 2 SFP Slots (TL-SG3210),450.0,1,2.38
TL-SG3428X,OMADA MANAGED SWITCH L2 24-PORT PURE-GIGABIT L2 (T2600G-28TS),1050.0,1,2.68
TL-SG3428,OMADA MANAGED SWITCH L2+   24-P GIGABIT (SG3428),730.0,1,2.68
TL-FC311A-2,OMADA MEDIA CONVERTER 10/100/1000MBPS RJ45 TO 1000MBPS SINGLE MODE,128.0,1,0.39
TL-FC311B-2,OMADA MEDIA CONVERTER 10/100/1000MBPS RJ45 TO 1000MBPS SINGLE MODE,128.0,0,0.37
TL-MC100CM,OMADA MEDIA CONVERTER 10/100MBPS RJ45 TO 100MBPS MULTI-MODE,145.0,1,0.48
TL-MC110CS,OMADA MEDIA CONVERTER 10/100MBPS RJ45 TO 100MBPS SINGLE MODE,145.0,1,0.4
TL-MC111CS,OMADA MEDIA CONVERTER 10/100MBPS RJ45 TO 100MBPS SINGLE-MODE SC FIBER CONVERTER,115.0,1,0.46
TL-MC220L,OMADA MEDIA CONVERTER 1000MBPS RJ45 TO 1000MBPS SFP SLOT,170.0,1,0.48
TL-MC210CS,OMADA MEDIA CONVERTER 1000MBPS RJ45 TO 1000MBPS SINGLE-MODE,210.0,1,0.48
TL-MC200CM,OMADA MEDIA CONVERTER MULTI-MODE SC FIBER CONVERTER,210.0,1,0.46
TL-MC112CS,OMADA MEDIA CONVERTER SINGLE-MODE SC FIBER CONVERTER,115.0,1,0.4
TL-SM321B,OMADA MODULE 1000BASE-BX WDM BI-DIRECTIONAL SFP (TX:1310nm/RX:1550nm),45.0,1,0.12
TL-SM321A,OMADA MODULE 1000BASE-BX WDM BI-DIRECTIONAL SFP (TX:1550nm/RX:1310nm),50.0,1,0.12
TL-SM311LM,OMADA MODULE GIGABIT SFP (MULTI-MODE),37.0,1,0.12
TL-SM311LS,OMADA MODULE GIGABIT SFP (SINGLE-MODE),40.0,1,0.12
TL-ER707-M2,OMADA MULTI-GIGABIT VPN ROUTER,850.0,1,1.38
TL-ER7412-M2,OMADA MULTI-GIGABIT VPN ROUTER 2 x 2.5G WAN/LAN,990.0,1,2.98
TL-ER8411,OMADA MULTI-WAN OMADA VPN ROUTER UP TO 10 WAN PORTS,1625.0,1,3.94
TL-OC300,OMADA OC300 OMADA CLOUD CONTROLLER,900.0,1,1.88
TL-LIC-OCC-PRO-1YR,OMADA OCC CLOUD BASED CONTROLLER 1-YEAR LICENSE FEE FOR ONE DEVICES,200.0,1,0.0
TL-LIC-OCC-PRO-3YR,OMADA OCC CLOUD BASED CONTROLLER 3-YEAR LICENSE FEE FOR ONE DEVICES,450.0,1,0.0
TL-LIC-OCC-PRO-5YR,OMADA OCC CLOUD BASED CONTROLLER 5-YEAR LICENSE FEE FOR ONE DEVICES,650.0,1,0.0
TL-PSM900-AC,OMADA OMADA 900W AC POWER SUPPLY MODULE FOR SG6654XHP AND SG6428XHP,1950.0,1,1.68
TL-EAP610GP-DESKTOP,OMADA OMADA AX1800 DESKTOP DUAL-BAND WI-FI 6 GPON ACCESS POINT,345.0,1,0.95
TL-EAP623-OUTDOOR HD,OMADA OMADA AX1800 INDOOR/OUTDOOR DUAL-BAND WIFI 6 HIGH DENSITY ACCESS POINT,650.0,1,1.18
TL-EAP615GP-WALL,OMADA OMADA AX1800 WALL-PLATE DUAL-BAND WIFI 6 GPON ACCESS POINT,330.0,1,0.33
TL-POE2412G,"OMADA OUTDOOR 24V PASSIVE POE INJECTOR ADAPTER, 12W POE POWER, PLASTIC CASE",50.0,1,0.3
TL-POE4824G,"OMADA OUTDOOR 48V PASSIVE POE INJECTOR ADAPTER, 24W POE POWER, PLASTIC CASE",63.0,1,0.38
TL-EAP225-OUTDOOR,OMADA OUTDOOR AC1200 DUAL BAND ACCESS POINT,365.0,1,0.66
TL-SG3428MP,OMADA POE  L2 MANAGED SWITCH 24-PORT GIGABIT POE+ (T2600G-28MPS),1500.0,1,6.1
TL-POE150S,OMADA POE INJECTOR ADAPTER,76.0,1,0.34
TL-SG3428XMP,OMADA POE L2 MANAGED SWITCH 24-PORT GIGABIT POE+  4PORT 10G SFP+ (TL-SG3428XMP),1850.0,1,6.2
TL-POE10R,OMADA POE SPLITTER ADAPTER,56.0,0,0.36
TL-SL2428P,OMADA POE SWITCH 24-PORTS+4-PORTS POE+SMART SWITCH (TL-SL2428P),860.0,1,3.02
TL-SG2210MP,OMADA POE SWITCH 8-PORT GIGABIT RACK MOUNT (TL-T1500G-10MPS),660.0,1,2.26
TL-SG2428P,OMADA POE SWITCH JETSTREAM 24-PORT + SMART SWITCH (TL-T1600G-28PS,1160.0,1,4.06
TL-POE160S,OMADA POE+ INJECTOR ADAPTER (POE160S),87.0,1,0.56
TL-POE170S,OMADA POE++ INJECTOR ADAPTER 802.3BT/AT/AF,190.0,1,0.96
TL-MC1400,OMADA POWER SUPPLY 14-SLOT UNMANAGED MEDIA CONVERTER CHASSIS,840.0,1,7.55
TL-S5500-16XF,OMADA PRO 16-PORT 10GE SFP+ L2+ MANAGED SWITCH,4700.0,1,0.0
TL-S4500-16G2F,OMADA PRO 16-PORT GIGABIT SMART SWITCH WITH 2 SFP SLOTS,1200.0,1,0.0
TL-S4500-16GP,OMADA PRO 16-PORT SMART SWITCH WITH 8-PORT POE+,1500.0,1,0.0
TL-S6500-24MPP4Y,OMADA PRO 24-PORT 2.5G STACKABLE L3 MANAGED POE++ SWITCH WITH4 25G SLOTS,24750.0,1,0.0
TL-S6500-48M6Y,OMADA PRO 24-PORT 2.5G STACKABLE L3 MANAGED POE++ SWITCH WITH4 25G SLOTS,24750.0,1,0.0
TL-S6500-24M4Y,OMADA PRO 24-PORT 2.5G STACKABLE L3 MANAGED SWITCH WITH 4 25G SLOTS,20000.0,1,0.0
TL-S5500-24MPP4XF,OMADA PRO 24-PORT 2.5GBASE-T AND 4-PORT 10GE SFP+ L2+ MANAGED SWITCH 16POE+ & 8POE++,6750.0,1,0.0
TL-S7500-24Y4C,OMADA PRO 24-PORT 25G STACKABLE L3 MANAGED AGGREGATION/CORE SWITCH WITH 4 100G SLOTS,36000.0,1,0.0
TL-S6500-24GP4XF,OMADA PRO 24-PORT GIGABIT STACKABLE L3 MANAGED POE+ SWITCH WITH 4 10G SLOTS,12350.0,1,0.0
TL-S6500-24G4XF,OMADA PRO 24-PORT GIGABIT STACKABLE L3 MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,8500.0,1,0.0
TL-S5500-24GP4XF,OMADA PRO 24-PORT POE+ GIGABIT L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,4000.0,1,0.0
TL-S5500-24GP4F,OMADA PRO 24-PORT POE+ GIGABIT L2+ MANAGED SWITCH WITH 4 SFP SLOTS,2900.0,1,0.0
TL-S5500-24F4XF,OMADA PRO 24-PORT SFP L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,5150.0,1,0.0
TL-S7500-26XF6Y,OMADA PRO 26-PORT 10G STACKABLE L3 MANAGED AGGREGATION SWITCH WITH 6 25G SLOTS,24750.0,1,0.0
TL-S5500-4XHPP2XF,OMADA PRO 4-PORT POE++ 10GE L2+ MANAGED SWITCH WITH 2 SFP+ SLOTS,5150.0,1,0.0
TL-S7500-48XF4C,OMADA PRO 48-PORT 10G STACKABLE L3 MANAGED AGGREGATION SWITCH WITH 4 100G SLOTS,36000.0,0,0.0
TL-S6500-48MPP6Y,OMADA PRO 48-PORT 2.5G STACKABLE L3 MANAGED POE++ SWITCH WITH 6 25G SLOTS,29250.0,1,0.0
TL-S6500-48GP6XF,OMADA PRO 48-PORT GIGABIT STACKABLE L3 MANAGED SWITCH WITH 6 10G SFP+ SLOTS,17000.0,1,0.0
TL-S6500-48G6XF,OMADA PRO 48-PORT GIGABIT STACKABLE L3 MANAGED SWITCH WITH 6 10GE SFP+ SLOTS,11000.0,1,0.0
TL-S5500-48GP4XF,OMADA PRO 48-PORT POE+ GIGABIT L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,7000.0,1,0.0
TL-S5500-48GP4F,OMADA PRO 48-PORT POE+ GIGABIT L2+ MANAGED SWITCH WITH 4 SFP SLOTS,5600.0,1,0.0
TL-G36W-4G,OMADA PRO 4G+ CAT6 AX3000 GIGABIT VPN ROUTER,2300.0,1,0.0
TL-S5500-8XF,OMADA PRO 8-PORT 10GE SRP+ L2+ MANAGED SWITCH,2150.0,1,0.0
TL-S4500-8G,OMADA PRO 8-PORT GIGABIT SMART SWITCH,800.0,1,0.0
TL-S4500-8GP,OMADA PRO 8-PORT GIGABIT SMART SWITCH WITH 4-PORT POE+,900.0,1,0.0
TL-S5500-8MHP2XF,OMADA PRO 8-PORT POE+ 2.5GBASE-T L2+ MANAGED SWITCH WITH 2 10GE SFP+ SLOTS,3250.0,1,0.0
TL-S4500-8GHP2F,OMADA PRO 8-PORT POE+ GIGABIT SMART SWITCH WITH 2 SFP SLOTS,1550.0,1,0.0
TL-S4500-8GP2F,OMADA PRO 8-PORT POE+ GIGABIT SMART SWITCH WITH 2 SFP SLOTS,1000.0,1,0.0
TL-OP-AP-SW-CTRL-LIC,OMADA PRO AP SOFTWARE CONTROLLER LICENSE,200.0,1,0.0
TL-AP9635,OMADA PRO AX1800 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT HD,1250.0,1,0.0
TL-AP8635-E,OMADA PRO AX1800 INDOOR/OUDOOR DUAL-BAND WIFI 6 ACCESS POINT,1750.0,1,0.0
TL-AP8635-I,OMADA PRO AX1800 INDOOR/OUTDOOR DUAL-BAND WIFI 6 ACCESS POINT,1550.0,1,0.0
TL-AP9650,OMADA PRO AX3000 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT,900.0,1,0.0
TL-AP7650,OMADA PRO AX3000 WALL-PLATE DUAL-BAND WIFI 6 ACCESS POINT,850.0,1,0.0
TL-AP9665,OMADA PRO AX3600 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT,2250.0,1,0.0
TL-AP9670,OMADA PRO AX5400 CEILING MOUNT DUAL-BAND WIFI 6 ACCESS POINT,1250.0,1,0.0
TL-AP9778,OMADA PRO BE22000 CEILING MOUNT TRI-BAND WIFI 7 ACCESS POINT,6750.0,1,0.0
TL-LIC-OCC-PRO-L3SW-1YR,OMADA PRO CLOUD BASED CONTROLLER 1-YEAR LICENSE FEE FOR LAYER 3 SWITCHES,250.0,1,0.0
TL-LIC-OCC-PRO-L3SW-3YR,OMADA PRO CLOUD BASED CONTROLLER 3-YEAR LICENSE FEE FOR LAYER 3 SWITCHES,575.0,1,0.0
TL-LIC-OCC-PRO-L3SW-5YR,OMADA PRO CLOUD BASED CONTROLLER 5-YEAR LICENSE FEE FOR LAYER 3 SWITCHES,825.0,1,0.0
TL-G36,OMADA PRO GIGABIT VPN ROUTER,1050.0,1,0.0
TL-C5300,OMADA PRO HARDWARE CONTROLLER,2000.0,1,1.92
TL-OP-L2-SW-CTRL-LIC,OMADA PRO L2 SWITCH SOFTWARE CONTROLLER LICENSE,200.0,1,0.0
TL-OP-L3-SW-CTRL-LIC,OMADA PRO L3 SWITCH SOFTWARE CONTROLLER LICENSE,200.0,1,0.0
TL-OP-ROUTER-SW-CTRL-LIC,OMADA PRO ROUTER SOFTWARE CONTROLLER LICENSE,200.0,1,0.0
TL-G611,OMADA PRO VPN ROUTER WITH 10G PORTS,4250.0,1,0.0
TL-RACKMOUNT KIT-13,"OMADA RACK-MOUNTING BRACKET KIT, SCREWS INCLUDED",20.0,0,0.22
TL-RACKMOUNT KIT-19,"OMADA RACK-MOUNTING BRACKET KIT, SCREWS INCLUDED",20.0,0,0.14
TL-ER7406,OMADA RACKMOUNT/DESKTOP VPN ROUTER,750.0,1,1.76
TL-MCRP100,"OMADA REDUNDANT POWER SUPPLY MODULE, REDUNDANT POWER SUPPLY MODULE FOR TL-MC1400",390.0,1,0.0
TL-FC311A-20,OMADA SINGLE-MODE SC WDM A BI-DIRECTIONAL FIBER CONVERTER ( TL-FC311A-20),150.0,1,0.39
TL-FC311B-20,OMADA SINGLE-MODE SC WDM B  BI-DIRECTIONAL FIBER CONVERTER (L-FC311B-20),150.0,0,0.35
TL-SM321A-2,OMADA SM321A-2 GIGABIT BI-DIRECTIONAL SFP MODULE  (TX:1550NM/RX:1310NM),50.0,1,0.07
TL-SM321B-2,OMADA SM321B-2 GIGABIT BI-DIRECTIONAL SFP MODULE (TX:1310NM/RX:1550NM),50.0,1,0.07
TL-SG2008P,OMADA SMART SWITCH 8-PORT GIGABIT 4-PORT POE+,420.0,1,1.32
TL-SG2008,OMADA SMART SWITCH 8-PRT (T1500G-8T),255.0,1,0.96
TL-SG3452XP,OMADA TL-JETSTREAM 52-PORT GIGABIT AND 4-PORT 10GE SFP+ L2+ MANAGED SWITCH WITH 48-PORT POE+,3300.0,1,6.54
TL-SG3452X,OMADA TL-SG3452X JETSTREAM 48-PORT GIGABIT L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,1690.0,1,4.08
TL-SX3206HPP,OMADA TL-SX3206HPP JETSTREAM 6-PORT 10GE L2+ MANAGED SWITCH WITH 4-PORT POE++,2350.0,1,2.64
TL-SF1006P,TP-LINK SMB  SF1006P 10/100MBPS POE SWITCH 6-PORT WITH 4 POE+ PORT,122.0,1,0.9
TL-LS1210GP,TP-LINK SMB 10-PORT GIGABIT DESKTOP SWITCH WITH 8-PORT POE+,270.0,1,1.27
TL-PSM150-AC,TP-LINK SMB 150W AC POWER SUPPLY MODULE,480.0,1,0.0
TL-PSM150-DC,TP-LINK SMB 150W DC POWER SUPPLY MODULE,480.0,1,0.0
TL-EAP100-BRIDGE KIT,TP-LINK SMB 2.4GHZ N300 INDOOR/OUTDOOR WIRELESS BRIDGE,194.0,1,0.0
TL-SM7110-SR,TP-LINK SMB 40GBASE-SR QSFP+ MPO TRANSCEIVER,185.0,1,0.0
TL-LS105LP,TP-LINK SMB 5-PORT 10/100 MBPS DESKTOP SWITCH WITH 4-PORT POE,99.0,1,0.5
TL-SG105PP-M2,TP-LINK SMB 5-PORT 2.5G DESKTOP SWITCH WITH 4-PORT POE++,510.0,0,1.56
TL-SG1005P-PD,TP-LINK SMB 5-PORT GIGABIT DESKTOP SWITCH WITH 1-PORT POE++ IN AND 4-PORT POE+ OUT,180.0,1,0.48
TL-LS105GP,TP-LINK SMB 5-PORT GIGABIT DESKTOP SWITCH WITH 4-PORT POE+,125.0,1,0.7
TL-LS106LP,TP-LINK SMB 6-PORT 10/100 MBPS DESKTOP SWITCH WITH 4-PORT POE,109.0,1,0.6
TL-LS106P,TP-LINK SMB 6-PORT 10/100MBPS DESKTOP SWITCH WITH 4-PORT POE+,109.0,1,0.5
TL-LS1210P,TP-LINK SMB 8-PORT 10/100MBPS DESKTOP SWTICH WITH 8-PORT POE+,169.0,1,0.85
TL-LS108GP,TP-LINK SMB 8-PORT GIGABIT DESKTOP SWITCH WITH 8-PORT-POE+,232.0,1,0.81
TL-DS-P7001-08,TP-LINK SMB 8-PORT GPON OLT,6850.0,0,6.02
TL-P1201-08,TP-LINK SMB 8-PORT GPON OLT,5700.0,1,0.0
TL-LS109P,TP-LINK SMB 9-PORT 10/100 MBPS DESKTOP SWITCH WITH 8-PORT POE+,149.0,1,0.92
TL-XX230V,TP-LINK SMB AX1800 WIRELESS GIGABIT GPON HGU WITH VOIP,320.0,1,1.06
TL-XX530V,TP-LINK SMB AX3000 WIRELESS GIGABIT GPON HGU WITH VOIP,300.0,1,0.0
TL-CPE610,TP-LINK SMB CPE610 OUTDOOR WIFI 5GHZ 300 MBPS HIGH POWER WIRELESS ACCESS POINT,275.0,1,1.87
TL-CPE710,TP-LINK SMB CPE710 OUTDOOR WIFI 5GHZ 867 MBPS HIGH POWER WIRELESS ACCESS POINT,372.0,1,1.7
TL-DS-P7001-16,TP-LINK SMB DELTASTEAM 16-PORT PIZZA-BOX GPON OPTICAL LINE TERMINAL,14000.0,1,0.0
TL-DS-PSUA,TP-LINK SMB DELTASTREAM CHASSIS OPTICAL LINE TERMINAL POWER SUPPLY UNIT,690.0,1,0.0
TL-SG1016DE,TP-LINK SMB EASY SMART SWITCH 16-PORT,285.0,1,2.64
